,waktu,user,text,STOP_REMOVAL,STEMMING,label
106,2021-11-25 10:18:59+00:00,nkri_satoe, wah kabar baik ini dpr menjadi tuan rumah inter parliamentary union ipu general assembly pada 2022 dpruntuknegeri teru, kabar dpr tuan rumah inter parliamentary union ipu general assembly 2022 dpruntuknegeri teru,kabar dpr tuan rumah inter parliamentary union ipu general assembly 2022 dpruntuknegeri teru,true
107,2021-11-25 10:18:58+00:00,dedystiwn, perwira polisi terluka dikeroyok pemuda pancasila yang demo dpr kapolres jakpus kombes hengki haryadi murka, perwira polisi terluka dikeroyok pemuda pancasila demo dpr kapolres jakpus kombes hengki haryadi murka,perwira polisi luka keroyok pemuda pancasila demo dpr kapolres jakpus kombes hengki haryadi murka,true
108,2021-11-25 10:18:58+00:00,celes_being1074, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab , terkait isu pemilihan vanue formula ditentukan presiden tegaskan tanggung,kait isu pilih vanue formula tentu presiden tegas tanggung,true
109,2021-11-25 10:18:57+00:00,marizcimenda, strategi erick thohir bantu pengusaha kecil naik kelas dengan hadirnya sebagai menteri bumn ini telah membawa, strategi erick thohir bantu pengusaha kelas hadirnya menteri bumn membawa,strategi erick thohir bantu usaha kelas hadir menteri bumn bawa,true
110,2021-11-25 10:18:56+00:00,senowerkudoro4, tidak semua urusan harus ajukan presiden ini ranah pemerintah daerah amp penyelenggara kata faldo artinya tidak , urusan ajukan presiden ranah pemerintah daerah amp penyelenggara faldo,urus aju presiden ranah perintah daerah amp selenggara faldo,true
111,2021-11-25 10:18:55+00:00,gurunpasir19,kendati demikian warga diizinkan melakukan perjalanan luar daerah jika ada hal mendesak namun ada syarat2 ,kendati warga diizinkan perjalanan daerah mendesak syarat2,kendati warga izin jalan daerah desak syarat2,true
112,2021-11-25 10:18:55+00:00,sinaronline,inisiatif baharu itu melibatkan usahawan asnaf dari enam buah negeri iaitu perlis kedah negeri sembilan melaka,inisiatif baharu melibatkan usahawan asnaf enam buah negeri iaitu perlis kedah negeri sembilan melaka,inisiatif baharu libat usahawan asnaf enam buah negeri iaitu lis kedah negeri sembilan melaka,true
113,2021-11-25 10:18:55+00:00,marizcimenda, semua terkait formula tanggung jawab pemprov dki kasihan anies baswedan selalu disalahkan terus padahal anies kan , terkait formula tanggung pemprov dki kasihan anies baswedan disalahkan anies,kait formula tanggung pemprov dki kasihan anies baswedan salah anies,false
114,2021-11-25 10:18:54+00:00,ngkongroses, hari ini menjadi hari yang tak terlupakan bagi rupi dan mahmudi warga mangunharjo tembalang kedatangan , terlupakan rupi mahmudi warga mangunharjo tembalang kedatangan ,lupa rupi mahmud warga mangunharjo tembalang datang,
115,2021-11-25 10:18:50+00:00,rillo_yaya, memerintahkan dpr dan pemerintah untuk memperbaiki cipta kerja dalam jangka waktu tahun depan salah satu alasanny, memerintahkan dpr pemerintah memperbaiki cipta kerja jangka salah alasannya,perintah dpr perintah baik cipta kerja jangka salah alas,true
116,2021-11-25 10:18:48+00:00,abdi_nagari, apresiasi pemda yang apbd nya tinggi ini luar biasa mantap percepatrealisasiapbd, apresiasi pemda apbd nya mantap percepatrealisasiapbd,apresiasi pemda apbd nya mantap percepatrealisasiapbd,true
117,2021-11-25 10:18:45+00:00,baletta5, harusnya usah ber tele2 amp saling lempar tegas aja baik itu polda metro satgas covid maupun pemprov dki sepakat , ber tele2 amp lempar aja polda metro satgas covid pemprov dki sepakat,ber tele2 amp lempar aja polda metro satgas covid pemprov dki sepakat,false
118,2021-11-25 10:18:44+00:00,ymmegatt, dalam kejadian jam pagi itu mangsa dihampiri suspek tidak dikenali selepas turun dari van sekolah awaninews awani745, kejadian jam pagi mangsa dihampiri suspek dikenali selepas turun van sekolah awaninews awani745,jadi jam pagi mangsa hampir suspek nali lepas turun van sekolah awaninews awani745,true
119,2021-11-25 10:18:39+00:00,wpunchh, rakyat mendagri ini luar biasa begitu melihat data serapan apbd daerah daerah realisasi nya diatas , rakyat mendagri data serapan apbd daerah daerah realisasi nya diatas,rakyat mendagri data serap apbd daerah daerah realisasi nya atas,true
120,2021-11-25 10:18:38+00:00,icad_arifin,jawabannya ada judul berita ini,jawabannya judul berita,jawab judul berita,false
121,2021-11-25 10:18:34+00:00,danirojas672, ini sih sama saja menguliti pembuat pertanda burukkah, sih menguliti pembuat pertanda burukkah,sih ulit buat tanda buruk,false
122,2021-11-25 10:18:34+00:00,vivacoid,hary tanoe ajak milenial ikut konvensi rakyat jadi caleg,hary tanoe ajak milenial konvensi rakyat caleg,hary tanoe ajak milenial konvensi rakyat caleg,true
123,2021-11-25 10:18:34+00:00,asepsofyanwci, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab , terkait isu pemilihan vanue formula ditentukan presiden tegaskan tanggung,kait isu pilih vanue formula tentu presiden tegas tanggung,true
124,2021-11-25 10:18:33+00:00,alia_jyh, roti gardenia naik harga bermula disember, roti gardenia harga disember,roti gardenia harga sember,true
125,2021-11-25 10:18:29+00:00,borneonews,buka orientasi penyusunan perencanaan 2022 ini arahan sekda seruyan,buka orientasi penyusunan perencanaan 2022 arahan sekda seruyan,buka orientasi susun rencana 2022 arah sekda seruyan,true
126,2021-11-25 10:18:28+00:00,rahmatn78267661, perbaiikan cipta kerja diberi tenggat waktu hingga tahun berarti pekerjaan rumah untuk paslon presiden , perbaiikan cipta kerja tenggat pekerjaan rumah paslon presiden,perbaiikan cipta kerja tenggat kerja rumah paslon presiden,false
127,2021-11-25 10:18:23+00:00,ngkongroses, muba haru wanita tua punya anak guru rumahnya direhab rehab rumah menjadi kado hari guru bagi anak rupi dan , muba haru wanita tua anak guru rumahnya direhab rehab rumah kado guru anak rupi,muba haru wanita tua anak guru rumah rehab rehab rumah kado guru anak rupi,false
128,2021-11-25 10:18:22+00:00,veerin03, hari ini ada keluar berita tentang pembelian bailout konsesi aes zaman najib dengan harga kesuluruhan berjumlah rm668 , berita pembelian bailout konsesi aes zaman najib harga kesuluruhan rm668,berita beli bailout konsesi aes zaman najib harga kesuluruhan rm668,true
129,2021-11-25 10:18:14+00:00,rxdwxn_, dyson tamatkan hubungan dengan pembekalnya malaysia atas dakwaan buruh paksa awaninews awani745, dyson tamatkan hubungan pembekalnya malaysia dakwaan buruh paksa awaninews awani745,dyson tamat hubung bekal malaysia dakwa buruh paksa awaninews awani745,true
130,2021-11-25 10:18:10+00:00,qnegeri, mungkin gak tahu bahwa guru2 honorer bidan ptt sudah sejak lama diorganisir buruh memperjuangkan upah, gak guru2 honorer bidan ptt diorganisir buruh memperjuangkan upah,gak guru2 honorer bidan ptt organisir buruh juang upah,false
131,2021-11-25 10:18:05+00:00,fifitriawd,kesel bgt tiap liat berita ini dimana2 muncul muka bapak terus astagaa ada gila gilanya dia harta,kesel bgt liat berita dimana2 muncul muka astagaa gila gilanya harta,kesel bgt liat berita dimana2 muncul muka astagaa gila gila harta,false
132,2021-11-25 10:18:05+00:00,tuancrab01,mendagri minta pemda percepat realisasi apbd 2021 percepatrealisasiapbd,mendagri pemda percepat realisasi apbd 2021 percepatrealisasiapbd,mendagri pemda cepat realisasi apbd 2021 percepatrealisasiapbd,true
133,2021-11-25 10:18:03+00:00,thanatleee, kabar gembira tukhon karena aku sekarang sudah mempunyai topikku sendiri twitter ayo cepat kalian ikuti topikku sehi, kabar gembira tukhon topikku twitter ayo cepat ikuti topikku sehi,kabar gembira tukhon topik twitter ayo cepat ikut topik seh,false
134,2021-11-25 10:18:02+00:00,republikaonline,dudung meminta prajurit berbuat susuatu yang dicintai warga papua,dudung prajurit berbuat susuatu dicintai warga papua,dudung prajurit buat susuatu cinta warga papua,true
135,2021-11-25 10:18:02+00:00,antarabiz,saham hong kong berakhir naik terangkat rebound alibaba dan tencent,saham hong kong terangkat rebound alibaba tencent,saham hong kong angkat rebound alibaba tencent,true
136,2021-11-25 10:18:02+00:00,ngurah_suta, jelas formula inisiatif pak tanggungjawab beliau penuh jangan ajak ajak pihak lain cuci piring , formula inisiatif tanggungjawab beliau penuh ajak ajak cuci piring,formula inisiatif tanggungjawab beliau penuh ajak ajak cuci piring,true
137,2021-11-25 10:18:02+00:00,borneonews,menteri pppa kekerasan terhadap perempuan seperti fenomena gunung ,menteri pppa kekerasan perempuan fenomena gunung,menteri pppa keras perempuan fenomena gunung,true
138,2021-11-25 10:18:01+00:00,rahmatn78267661,perbaiikan cipta kerja diberi tenggat waktu hingga tahun berarti pekerjaan rumah untuk paslon presiden,perbaiikan cipta kerja tenggat pekerjaan rumah paslon presiden,perbaiikan cipta kerja tenggat kerja rumah paslon presiden,false
139,2021-11-25 10:18:00+00:00,izahhkarim, justeru permasalahan ini adalah sama mengambil hak orang lain dengan cara yang batil dan menzalimi syarikat penyiaran serta, justeru permasalahan mengambil hak orang batil menzalimi syarikat penyiaran,justeru masalah ambil hak orang batil zalim syarikat siar,true
140,2021-11-25 10:18:00+00:00,satriawaniwan20, asmara1701 ketua komisi viii dpr fraksi pan yandri susanto menegaskan masalah asn yang menerima bansos dari kemensos, asmara1701 ketua komisi viii dpr fraksi pan yandri susanto asn menerima bansos kemensos,asmara1701 ketua komisi viii dpr fraksi pan yandri susanto asn terima bansos kemensos,true
141,2021-11-25 10:17:59+00:00,amirilfaiq, kesian orang sarawak nak bawa roti gardenia balik untuk mengundi pun makin mahal tak masuk tiket flight lagi roti gardenia, kesian orang sarawak nak bawa roti gardenia mengundi mahal masuk tiket flight roti gardenia,kesi orang sarawak nak bawa roti gardenia undi mahal masuk tiket flight roti gardenia,true
142,2021-11-25 10:17:58+00:00,sugiarts_,satu institusi perlu diajarin basic manners amp ethics keknya lelah juga hampir tiap hari baca,institusi diajarin basic manners amp ethics keknya lelah baca,institusi diajarin basic manners amp ethics kek lelah baca,false
143,2021-11-25 10:17:58+00:00,saratifah, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,roti gardenia harga sember awaninews awani745,true
144,2021-11-25 10:17:49+00:00,gurunpasir19, pengetatan arus pelaku perjalanan masuk dari luar negeri termasuk pekerja migran indonesia pmi sebagai antisi, pengetatan arus pelaku perjalanan masuk negeri pekerja migran indonesia pmi antisi,ketat arus laku jalan masuk negeri kerja migran indonesia pmi antisi,true
145,2021-11-25 10:17:41+00:00,xilef_lnm, strategi erick thohir bantu pengusaha kecil naik kelas dengan hadirnya sebagai menteri bumn ini telah membawa, strategi erick thohir bantu pengusaha kelas hadirnya menteri bumn membawa,strategi erick thohir bantu usaha kelas hadir menteri bumn bawa,true
146,2021-11-25 10:17:39+00:00,tussun_, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,roti gardenia harga sember awaninews awani745,true
147,2021-11-25 10:17:38+00:00,subakkkkkkkk, nctbase jangan heran nanti kalau jaemin jadi pembawa berita cuaca saingan sama jeno bmkg, nctbase heran jaemin pembawa berita cuaca saingan jeno bmkg,nctbase heran jaemin bawa berita cuaca saing jeno bmkg,false
148,2021-11-25 10:17:37+00:00,isalwidad, jamie carragher ikut jengkel melihat trio mnm tampil malas malasan punya banyak pemain berlabel bintang tidak menjamin kesuk, jamie carragher jengkel trio mnm tampil malas malasan pemain berlabel bintang menjamin kesuk,jamie carragher jengkel trio mnm tampil malas malas main label bintang jamin kesuk,false
149,2021-11-25 10:17:37+00:00,in_yao, falun gong falun dafa adalah suatu cara mengolah jiwa dan raga untuk capai kondisi yang bebas penyakit sekaligus menemukan, falun gong falun dafa mengolah jiwa raga capai kondisi bebas penyakit menemukan,falun gong falun dafa olah jiwa raga capai kondisi bebas sakit temu,true
150,2021-11-25 10:17:36+00:00,wantoaamies, bagus pak jng mau terseret seret dng masalah formula bapak pasti pahan tabiat wan bego, bagus jng terseret seret dng formula pahan tabiat wan bego,bagus jng seret seret dng formula pah tabiat wan bego,false
151,2021-11-25 10:17:36+00:00,antaranews,ihsg kamis sore ditutup menguat poin atau persen posisi 699 ,ihsg kamis sore ditutup menguat poin persen posisi 699,ihsg kamis sore tutup kuat poin persen posisi 699,true
152,2021-11-25 10:17:36+00:00,sinaronline,muhammad sanusi berkata perjanjian itu ditamatkan atas permohonan mahathir sendiri yang dilakukan secara sukar,muhammad sanusi perjanjian ditamatkan permohonan mahathir sukar,muhammad sanusi janji tamat mohon mahathir sukar,true
153,2021-11-25 10:17:35+00:00,ferrywf, formula itu tidak masuk program resmi pembangunan jakarta baik jangka pendek menengah maupun jangka panjang bakapa, formula masuk program resmi pembangunan jakarta jangka pendek menengah jangka bakapa,formula masuk program resmi bangun jakarta jangka pendek tengah jangka bakapa,true
154,2021-11-25 10:17:33+00:00,gubernurkorup, terkait isu pemilihan vanue formula akan ditentukan oleh presiden kami tegaskan semuanya merupakan tanggung jawab , terkait isu pemilihan vanue formula ditentukan presiden tegaskan tanggung,kait isu pilih vanue formula tentu presiden tegas tanggung,true
155,2021-11-25 10:17:25+00:00,borneonews,peringatan hari guru 2021 wabup kobar guru merupakan garda terdepan cerdaskan generasi bangsa,peringatan guru 2021 wabup kobar guru garda terdepan cerdaskan generasi bangsa,ingat guru 2021 wabup kobar guru garda depan cerdas generasi bangsa,true
156,2021-11-25 10:17:23+00:00,voidotid,psk dan muncikari itu diamankan dan dibawa bina insani jakarta barat binaan dinas sosial dki jakarta guna pemb,psk muncikari diamankan dibawa bina insani jakarta barat binaan dinas sosial dki jakarta pemb,psk muncikari aman bawa bina insani jakarta barat bina dinas sosial dki jakarta pemb,true
157,2021-11-25 10:17:23+00:00,hello_andit,inw ngak ketinggalan berita nih keknya alias ketutupan ama war,inw ngak ketinggalan berita nih keknya alias ketutupan ama war,inw ngak tinggal berita nih kek alias tutup ama war,true
158,2021-11-25 10:17:22+00:00,adi16343002, giliran sudah terjepit pakai tameng presiden jokowi camkan ini semua yang terkait formula sepenuhnya kewenangan amp , giliran terjepit pakai tameng presiden jokowi camkan terkait formula sepenuhnya kewenangan amp ,gilir jepit pakai tameng presiden jokowi cam kait formula sepenuh wenang amp,false
159,2021-11-25 10:17:22+00:00,amirilfaiq, infografik pilihan raya negeri sarawak yang sahih berita rtm rtm beritartm keluargamalaysia covid19malaysi, infografik pilihan raya negeri sarawak sahih berita rtm rtm beritartm keluargamalaysia covid19malaysi,infografik pilih raya negeri sarawak sahih berita rtm rtm beritartm keluargamalaysia covid19malaysi,true
160,2021-11-25 10:17:21+00:00,xvxalf, hari ini banyak berita mengenai putusan mahkamah konstitusi tentang cipta kerja dengan judul yang cukup berag, berita putusan mahkamah konstitusi cipta kerja judul berag,berita putus mahkamah konstitusi cipta kerja judul berag,true
161,2021-11-25 10:17:20+00:00,dodhand,saatnya negara dapat mengevaluasi semua ormas dan lsm ada indonesia perwira pol,negara mengevaluasi ormas lsm indonesia perwira pol,negara evaluasi ormas lsm indonesia perwira pol,true
162,2021-11-25 10:17:19+00:00,rollingdowr, yuki1 nemu berita ini youtube pesan yang dapat kita ambil dari berita ini adalah jangan salah pilih dosen, yuki1 nemu berita youtube pesan ambil berita salah pilih dosen,yuki1 nemu berita youtube pesan ambil berita salah pilih dosen,true
163,2021-11-25 10:17:19+00:00,rio_evi, formula itu tidak masuk program resmi pembangunan jakarta baik jangka pendek menengah maupun jangka panjang bakapa, formula masuk program resmi pembangunan jakarta jangka pendek menengah jangka bakapa,formula masuk program resmi bangun jakarta jangka pendek tengah jangka bakapa,false
164,2021-11-25 10:17:16+00:00,melkistroma, bukan sekedar isapan jempol sistem smart kontrak nft dapat membuat orang kaya dalam waktu singkat, bukan sekedar isapan jempol sistem smart kontrak nft orang kaya singkat,dar isap jempol sistem smart kontrak nft orang kaya singkat,true
165,2021-11-25 10:17:15+00:00,muthithamrinn,pantes berita rame pinjol mulu ternyata begini cerita pengeluarannya,pantes berita rame pinjol mulu cerita pengeluarannya,pantes berita rame pinjol mulu cerita keluar,false
166,2021-11-25 10:17:15+00:00,amirilfaiq, kata abdullah setiap calon prn sarawak tidak perlu terlalu ghairah memancing undi sehingga mengabaikan keselamatan orang ram, abdullah calon prn sarawak ghairah memancing undi mengabaikan keselamatan orang ram,abdullah calon prn sarawak ghairah pancing undi abai selamat orang ram,false
167,2021-11-25 10:17:10+00:00,borneonews,sopir travel pemalsu surat antigen diadili,sopir travel pemalsu surat antigen diadili,sopir travel palsu surat antigen adil,true
168,2021-11-25 10:17:08+00:00,abadi2703,menkominfo membawakan berita menyambut momen hut metro ,menkominfo membawakan berita menyambut momen hut metro ,menkominfo bawa berita sambut momen hut metro,true
169,2021-11-25 10:17:07+00:00,and_hongg, rakyat mendagri ini luar biasa begitu melihat data serapan apbd daerah daerah realisasi nya diatas , rakyat mendagri data serapan apbd daerah daerah realisasi nya diatas,rakyat mendagri data serap apbd daerah daerah realisasi nya atas,true
170,2021-11-25 10:17:05+00:00,tomtracker2, yes yes yes semoga hal disampaikan dgn tegas oleh faldo ini benar amp tdk berubah lagi pakde jangan mau ikut , yes yes yes semoga dgn faldo amp tdk berubah pakde,yes yes yes moga dgn faldo amp tdk ubah pakde,false
171,2021-11-25 10:17:03+00:00,febriantoni_unp,lldikti siap fasilitasi pts yang ingin lakukan penggabungan,lldikti fasilitasi pts lakukan penggabungan,lldikti fasilitas pts laku gabung,true
172,2021-11-25 10:17:02+00:00,voidotid,hari guru nasional,guru nasional,guru nasional,false
173,2021-11-25 10:17:01+00:00,ferrywf, yes yes yes semoga hal disampaikan dgn tegas oleh faldo ini benar amp tdk berubah lagi pakde jangan mau ikut , yes yes yes semoga dgn faldo amp tdk berubah pakde,yes yes yes moga dgn faldo amp tdk ubah pakde,true
174,2021-11-25 10:17:01+00:00,luqmanbeenkri,masukan dan desakan itu bukti kuatnya kesadaran bangsa indonesia terhadap pentingnya pemilu sebagai sarana rakyat ,masukan desakan bukti kuatnya kesadaran bangsa indonesia pemilu sarana rakyat,masuk desa bukti kuat sadar bangsa indonesia milu sarana rakyat,false
175,2021-11-25 10:17:00+00:00,satriawaniwan20, mengutip dari kalimat pak ibnu bahwa bangsa ini didirikan melalui serangkaian ide ide oleh karena itu ideologi bangsa ters, mengutip kalimat ibnu bangsa didirikan serangkaian ide ide ideologi bangsa ters,kutip kalimat ibnu bangsa diri rangkai ide ide ideologi bangsa ters,false
176,2021-11-25 10:17:00+00:00,kinantiiiag,berita macam apa lagi ini allah,berita allah,berita allah,false
177,2021-11-25 10:16:52+00:00,albertsantoso7, jelas formula inisiatif pak tanggungjawab beliau penuh jangan ajak ajak pihak lain cuci piring , formula inisiatif tanggungjawab beliau penuh ajak ajak cuci piring,formula inisiatif tanggungjawab beliau penuh ajak ajak cuci piring,true
178,2021-11-25 10:16:51+00:00,borneonews,bupati dan pmi kobar luncurkan aplikasi mynur,bupati pmi kobar luncurkan aplikasi mynur,bupati pmi kobar luncur aplikasi mynur,true
179,2021-11-25 10:16:47+00:00,perkasa37104076,zildjiannostr mundur karena ini mungkin giliran sudah terjepit pakai tameng presiden jokowi,zildjiannostr mundur giliran terjepit pakai tameng presiden jokowi,zildjiannostr mundur gilir jepit pakai tameng presiden jokowi,false
180,2021-11-25 10:16:43+00:00,sumberkini,mengadakan majlis penyampaian bantuan kewangan kepada penggiat industri pelancongan sebagai tanda pengikt,mengadakan majlis penyampaian bantuan kewangan penggiat industri pelancongan tanda pengikt,ada majlis sampai bantu wang giat industri lancong tanda pengikt,true
181,2021-11-25 10:16:42+00:00,detikcom,perwira polisi terluka dikeroyok pemuda pancasila yang demo dpr kapolres jakpus kombes hengki haryadi murka,perwira polisi terluka dikeroyok pemuda pancasila demo dpr kapolres jakpus kombes hengki haryadi murka,perwira polisi luka keroyok pemuda pancasila demo dpr kapolres jakpus kombes hengki haryadi murka,true
182,2021-11-25 10:16:40+00:00,rakyatmerdeka,soal formula ketua dprd dki tak perlu bawa bawa presiden,formula ketua dprd dki bawa bawa presiden,formula ketua dprd dki bawa bawa presiden,false
183,2021-11-25 10:16:38+00:00,jpnncom,beritaterpopuler berita duka darson tewas terlindas truk sawit mengerikan beritaduka,beritaterpopuler berita duka darson tewas terlindas truk sawit mengerikan beritaduka,beritaterpopuler berita duka darson tewas lindas truk sawit keri beritaduka,true
184,2021-11-25 10:16:37+00:00,yovita030699, terimakasih pak bamsoet yang sudah menjawab pertanyaan masyarakat tentang tujuan dan manfaat formula bagi masyarakat, terimakasih bamsoet masyarakat tujuan manfaat formula masyarakat,terimakasih bamsoet masyarakat tuju manfaat formula masyarakat,false
185,2021-11-25 10:16:32+00:00,borneonews,gedor pagar rumah bawa sajam yan liong dituntut tahun penjara,gedor pagar rumah bawa sajam yan liong dituntut penjara,gedor pagar rumah bawa sajam yan liong tuntut penjara,true
186,2021-11-25 10:16:32+00:00,gurunpasir19, imbauan bagi masyarakat untuk tidak berpergian tidak pulang kampung dengan tujuan yang tidak primer tidak penti, imbauan masyarakat berpergian pulang kampung tujuan primer penti,imbau masyarakat pergi pulang kampung tuju primer penti,true
187,2021-11-25 10:16:30+00:00,harja_suradadi, jelas formula inisiatif pak tanggungjawab beliau penuh jangan ajak ajak pihak lain cuci piring , formula inisiatif tanggungjawab beliau penuh ajak ajak cuci piring,formula inisiatif tanggungjawab beliau penuh ajak ajak cuci piring,true
188,2021-11-25 10:16:28+00:00,perkasa37104076,mundur karena ini mungkin giliran sudah terjepit pakai tameng presiden jokowi camkan ini ,mundur giliran terjepit pakai tameng presiden jokowi camkan,mundur gilir jepit pakai tameng presiden jokowi cam,true
189,2021-11-25 10:16:25+00:00,terlalu87496691, kenaikan seperti itu tidak berarti apa apa buat kita malah melihat kondisi sekarang ini tidak ada artinya sama sekali kat, kenaikan kondisi kat,naik kondisi kat,true
190,2021-11-25 10:16:25+00:00,ferrywf, puluhan tgupp itu untuk apa sih teman gubernur untuk pencalonan presiden pdip ungkap anggaran tgupp naik jadi , puluhan tgupp sih teman gubernur pencalonan presiden pdip anggaran tgup,puluh tgupp sih teman gubernur calon presiden pdip anggar tgup,false
191,2021-11-25 10:16:21+00:00,wearecains, sajak one got sudah cium bau2 penjara one got mau coba lempar tai nya pak jokowi setelah kpk bersuara dan sepupunya , sajak one got cium bau2 penjara one got coba lempar tai nya jokowi kpk bersuara sepupunya,sajak one got cium bau2 penjara one got coba lempar tai nya jokowi kpk suara sepupu,true
192,2021-11-25 10:16:19+00:00,andracadabra1, minta pemda percepat realisasi apbd 2021 amp ini arahan bapak presiden lho gaes percepatrealisasiapbd htt, pemda percepat realisasi apbd 2021 amp arahan presiden lho gaes percepatrealisasiapbd htt,pemda cepat realisasi apbd 2021 amp arah presiden lho gaes percepatrealisasiapbd htt,true
193,2021-11-25 10:16:19+00:00,oohauraaa,bayangin njir dari jam pagi ampe jam set sore dirumah mati lampu alhasil ketinggalan bnyak berita mana,bayangin njir jam pagi ampe jam set sore dirumah mati lampu alhasil ketinggalan bnyak berita,bayangin njir jam pagi ampe jam set sore rumah mati lampu alhasil tinggal bnyak berita,false
194,2021-11-25 10:16:14+00:00,inipahangkome, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,roti gardenia harga sember awaninews awani745,true
195,2021-11-25 10:16:10+00:00,gurunpasir19, sosialisasi peniadaan mudik nataru kpd warga masyarakat dan masyarakat perantau berada wilayahnya dan apab, sosialisasi peniadaan mudik nataru kpd warga masyarakat masyarakat perantau wilayahnya apab,sosialisasi tiada mudik nataru kpd warga masyarakat masyarakat rantau wilayah apab,true
196,2021-11-25 10:16:06+00:00,saro_nizam, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,roti gardenia harga sember awaninews awani745,true
197,2021-11-25 10:16:04+00:00,goriaucom,hadiri upacara pgri kepenuhan wakil ketua dprd riau sebut guru adalah pahlawan semua masa,hadiri upacara pgri kepenuhan wakil ketua dprd riau guru pahlawan,hadir upacara pgri penuh wakil ketua dprd riau guru pahlawan,true
198,2021-11-25 10:15:59+00:00,fiaakiim, singkit oneshot banyak berita beredar mengenai hubungan keduanya namun mereka membuktikan lelah bukan berarti menyerah, singkit oneshot berita beredar hubungan membuktikan lelah menyerah,singkit oneshot berita edar hubung bukti lelah serah,false
199,2021-11-25 10:15:58+00:00,borneonews,khasbullah sudah menjual paket sabu ditangkap,khasbullah menjual paket sabu ditangkap,khasbullah jual paket sabu tangkap,true
200,2021-11-25 10:15:55+00:00,laurafrnss, padahal baru kemarin seneng ada update ot4 sekarang ada berita covid semoga kalian baik baik saja istirahat yang cukup , kemarin seneng update ot4 berita covid semoga istirahat,kemarin neng update ot4 berita covid moga istirahat,false
201,2021-11-25 10:15:49+00:00,republikaonline,membaca shalawat merupakan salah satu keutamaan yang agung,membaca shalawat salah satu keutamaan agung,baca shalawat salah utama agung,true
202,2021-11-25 10:15:49+00:00,dewirahmis, jkt proses perbaikannya bgmn selama tahun ini jadi harus bgmn sdh terbit gimana ktnya dilarang bikin turunan, jkt proses perbaikannya bgmn bgmn sdh terbit gimana ktnya dilarang bikin turunan,jkt proses baik bgmn bgmn sdh terbit gimana ktnya larang bikin turun,false
203,2021-11-25 10:15:48+00:00,hongkonkgroup, bagus pak jng mau terseret seret dng masalah formula bapak pasti pahan tabiat wan bego, bagus jng terseret seret dng formula pahan tabiat wan bego,bagus jng seret seret dng formula pah tabiat wan bego,false
204,2021-11-25 10:15:47+00:00,alia_jyh, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,roti gardenia harga sember awaninews awani745,true
205,2021-11-25 10:15:42+00:00,ferry13602224, formula itu tidak masuk program resmi pembangunan jakarta baik jangka pendek menengah maupun jangka panjang bakapa, formula tidak masuk program resmi pembangunan jakarta jangka pendek menengah maupun jangka panjang,formula masuk program resmi bangun jakarta jangka pendek tengah jangka,false
206,2021-11-25 10:15:42+00:00,fatwamuazin, red harus nonton apalagi pas sisen terakhir kmrn ada berita rame makin menyayat2, red nonton pas sisen kmrn berita rame menyayat2,red nonton pas sisen kmrn berita rame menyayat2,false
207,2021-11-25 10:15:42+00:00,thej2p_nemo, giliran sudah terjepit pakai tameng presiden jokowi camkan ini semua yang terkait formula sepenuhnya kewenangan pemprov dki , giliran terjepit pakai tameng presiden jokowi camkan terkait formula sepenuhnya kewenangan pemprov dki,gilir jepit pakai tameng presiden jokowi cam kait formula sepenuh wenang pemprov dki,true
208,2021-11-25 10:15:41+00:00,vivian2159, roti gardenia naik harga bermula disember awaninews awani745, roti gardenia harga disember awaninews awani745,roti gardenia harga sember awaninews awani745,true
209,2021-11-25 10:15:40+00:00,nogososroasli, semua terkait formula tanggung jawab pemprov dki kasihan anies baswedan selalu disalahkan terus padahal anies kan , terkait formula tanggung pemprov dki kasihan anies baswedan disalahkan anies,kait formula tanggung pemprov dki kasihan anies baswedan salah anies,false
210,2021-11-25 10:15:39+00:00,football5star,timnas thailand disebut tak mampu berbuat banyak piala aff 2020 berita international,timnas thailand disebut tak mampu berbuat banyak piala aff 2020 berita international,timnas thailand buat piala aff 2020 berita international,true
211,2021-11-25 10:15:34+00:00,detikcom,anies mengatakan perizinan reuni 212 masih dalam pembahasan,anies mengatakan perizinan reuni 212 masih dalam pembahasan,anies izin reuni 212 bahas,true
212,2021-11-25 10:15:31+00:00,tobaalien, formula itu tidak masuk program resmi pembangunan jakarta baik jangka pendek menengah maupun jangka panjang bakapa, formula itu tidak masuk program resmi pembangunan jakarta baik jangka pendek menengah maupun jangka panjang bakapa,formula masuk program resmi bangun jakarta jangka pendek tengah jangka bakapa,false
213,2021-11-25 10:15:31+00:00,yovita030699, sekedar meredam perlawanan buruh atau serius nih saya ridlo pemerintahan zalim ini segera tumbang kok berita , sekedar meredam perlawanan buruh serius nih ridlo pemerintahan zalim tumbang berita,dar redam lawan buruh serius nih ridlo perintah zalim tumbang berita,false
